threads,parallel,median_s,min_s,max_s,speedup
0,False,0.03312887507490814,0.032299250131472945,0.033713874872773886,1.0
1,True,0.0319863329641521,0.03172616590745747,0.03256120812147856,1.0357196966603366
2,True,0.030161541886627674,0.029316917061805725,0.030665416037663817,1.098381349316762
4,True,0.03022524993866682,0.02993679093196988,0.030806833878159523,1.0960662076288323
8,True,0.03189945896156132,0.03185754199512303,0.033431333024054766,1.0385403437352418
14,True,0.03993320814333856,0.03906037495471537,0.040854375110939145,0.8296071519221156
