threads,parallel,median_s,min_s,max_s,speedup
0,False,0.10926262498833239,0.10809829202480614,0.10985095892101526,1.0
1,True,0.10324441688135266,0.10082504199817777,0.1038416251540184,1.058290881858491
2,True,0.0975348751526326,0.09642041707411408,0.09812366706319153,1.1202416040144307
4,True,0.09552649990655482,0.09283166704699397,0.09572524996474385,1.1437938697137906
8,True,0.09527412499301136,0.0945289998780936,0.09534637513570487,1.1468237047188534
14,True,0.10131879197433591,0.09884629189036787,0.10169425001367927,1.078404339996559
