threads,parallel,median_s,min_s,max_s,speedup
0,False,30.292811958526727,29.72853479196783,30.857089125085622,1.0
1,True,38.56653387454571,36.82908054103609,40.30398720805533,0.7854688745705581
2,True,30.98613964545075,26.92687337496318,35.04540591593832,0.977624586513286
4,True,25.717787667002995,25.715548417065293,25.720026916940697,1.1778933845617554
8,True,25.45586981246015,25.4041938749142,25.507545750006102,1.190012841112936
14,True,27.079388812475372,25.270882042008452,28.887895582942292,1.1186667530904886
